dataset_id,family,decision_index,fingerprint,priority,H,B,S,V,predictors,R_variants,delta_variants,G_variants,weight
pigeon-hole_hole8,satlib_dimacs_pigeonhole,591,bede21ca97fb79f23f8f37ff43b753e77c71276ba9cf5a0154107237ebf480ed,07d014689dc46abbe692a0300da07ffc9003543e877b712e25d84eab5129c65d,0.6229434435853329,0.7123976546231338,0.8011363634178704,0.9705766802641802,"[22.0, 8.25, 5.984354601792912, 0.7253763152809134, 0.136363636357438, 0.9175980611563663, 2.27734375, 1.69775390625, 0.41553595026339624, 0.2447562915266536, 0.042881646636401885, 0.9886319405757448, 187.0543257203281, 109.13111467086522, 30.46058278130243, 0.2791191391464398, 0.25154839411602675, 0.9863445659558805]","{""HBSV"": 0.7552086997479641, ""HBV"": 0.7552086997479641, ""HSV"": 0.7552086997479641, ""BSV"": 0.7552086997479641, ""HBS"": 0.7084227752889459}","{""HBSV"": 0.016341582348593175, ""HBV"": 0.016341582348593287, ""HSV"": 0.016341582348593175, ""BSV"": 0.016341582348593175, ""HBS"": 0.010622373707432464}","{""HBSV"": 0.6994143750285543, ""HBV"": 0.7381445486493896, ""HSV"": 0.7099805351213909, ""BSV"": 0.7359058414995151, ""HBS"": 0.45465614606773697, ""value_only"": 0.45760786650983054, ""response_only"": 0.7338974072759809}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,1155,a23bb5b05c0ca8c708bc6daa79c013f132b9ab2d74e6ba7f4d952169fe0a15dd,07e6afba34fe45236e0dd768a8311615042779a2b936a96e5a05fdc3636e77fc,0.6120303630111867,0.7125975639410973,0.5647058822532869,0.9816195820433437,"[27.0, 7.2, 7.046985170979148, 0.9787479402778333, 0.18518518517832647, 0.8857493418855074, 3.392578125, 2.0510498046875, 0.6228089737588959, 0.3036537543027308, 0.032671272298947784, 0.9849360950239865, 235.97181860951662, 177.66528574948165, 44.01011662098573, 0.24771365117885116, 0.028747719794394114, 0.9882571355950583]","{""HBSV"": 0.7012061341244719, ""HBV"": 0.7536797353940714, ""HSV"": 0.6974496024438885, ""BSV"": 0.7337305795372785, ""HBS"": 0.6268253295913633}","{""HBSV"": -0.05261915121274552, ""HBV"": -0.013805942130770132, ""HSV"": -0.07003607508095311, ""BSV"": -0.033755097987563154, ""HBS"": -0.06729212467273749}","{""HBSV"": 0.01450130497526811, ""HBV"": 0.07173326929846004, ""HSV"": 0.009918188516925809, ""BSV"": 0.11661264472065376, ""HBS"": 0.005081021762036996, ""value_only"": 0.2010396693895103, ""response_only"": 0.055247488839702694}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,807,0b31398b74fba298f13a09bd37fbc94b067ecfb37c3a7d91ee192eb6e38db07d,07f6281c4e73a16604118632d902f44614610d340a5fe35845178c8463f33505,0.724368887579823,0.7115250638906501,0.6913580245377248,0.9375925925925925,"[22.0, 11.777777777777779, 6.892472186342588, 0.5852099025643056, 0.0, 0.9182673725892604, 2.21875, 1.5590277777777777, 0.4444986946057017, 0.2851127482501773, 0.05633802814362229, 0.9804587190805805, 152.93497820903445, 105.39118088516062, 42.88020237090563, 0.40686708328302273, 0.019720201541509837, 0.9546454533899302]","{""HBSV"": 0.7602681410345463, ""HBV"": 0.7847320427278454, ""HSV"": 0.7772468812298621, ""BSV"": 0.7726256575105949, ""HBS"": 0.7089533622914138}","{""HBSV"": 0.1073195139998867, ""HBV"": 0.04090183844538675, ""HSV"": 0.12754691241574012, ""BSV"": 0.12165161710389549, ""HBS"": 0.1311690757931293}","{""HBSV"": 0.9976283307217991, ""HBV"": 0.9899377542678295, ""HSV"": 0.9989790351228263, ""BSV"": 0.9989674368719067, ""HBS"": 0.9955014887168535, ""value_only"": 0.4858466009042675, ""response_only"": 0.9977586106917612}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,97,df52ec7a1190a2f8425aa1401f6c10acb635e78c487c328e4621f3b4c3cffbaf,080307dbb6e44fafa9f3cdf3003d8ed1cc71a4409ee5d913f752669e6a3d9fe7,0.7197579488193595,0.7331806619622651,0.8289473681101966,0.9376126410569134,"[13.0, 4.7368421052631575, 2.8624999243972944, 0.6043055394674088, 0.0, 0.9548075563753149, 1.54296875, 1.2874177631578947, 0.16175696272107282, 0.1256445011281002, 0.032911392383733376, 0.9972673446031171, 32.18, 15.653684210526317, 7.250179097988448, 0.46316119579376114, 0.062150403975694525, 0.9658256691241959]","{""HBSV"": 0.7909341155680576, ""HBV"": 0.7909341155680576, ""HSV"": 0.7909341155680576, ""BSV"": 0.7909341155680576, ""HBS"": 0.7591159958498145}","{""HBSV"": 0.006739352809753907, ""HBV"": 0.006739352809753907, ""HSV"": 0.006739352809753907, ""BSV"": 0.006739352809753907, ""HBS"": -0.025078766908489203}","{""HBSV"": 0.7518110394235991, ""HBV"": 0.6654722762341585, ""HSV"": 0.7614827094157173, ""BSV"": 0.7766435683834546, ""HBS"": 0.2882758110494998, ""value_only"": 0.652577540479128, ""response_only"": 0.6172533220334895}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,1859,44a2cfefc34785eabffc20c7c7279d88c32a3654af9aef8740849cc54da1a1f8,08c61b61be2dcaf5b0d5b3825d68e760182a2c24ea2fe1104bf31c73b154afe5,0.5782299339783079,0.7137566101821187,0.7830882350177448,0.9992943548387097,"[5.0, 4.375, 0.4841229182759271, 0.11065666700920468, 0.0, 0.9982627666843622, 2.8594818115234375, 1.9036669731140137, 0.3975575653345043, 0.20883776980978078, 0.09418406711790112, 0.9936630757776369, 409.6217529875603, 266.08640165587315, 51.2346445725242, 0.19254890236214667, 0.13127565861129945, 0.9947953809885117]","{""HBSV"": 0.7443571813034285, ""HBV"": 0.7443571813034284, ""HSV"": 0.7443571813034285, ""BSV"": 0.7443571813034285, ""HBS"": 0.6862575535765102}","{""HBSV"": -0.00018857178614084535, ""HBV"": -0.00018857178614095638, ""HSV"": -0.00018857178614084535, ""BSV"": -0.00018857178614084535, ""HBS"": -0.008747631282878587}","{""HBSV"": 0.42011087904650857, ""HBV"": 0.23936842545285164, ""HSV"": 0.4618736448377873, ""BSV"": 0.48559140402466494, ""HBS"": 0.18497372675479645, ""value_only"": 0.39817244128453866, ""response_only"": 0.5226763173416383}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,839,d2bf85bf5f5f9f194e0e644fd1f039e261d62e9f7d393f3675b213fa5e0c75a3,09187438225e66bc2a0275ce69650569ee53d2435a3f6b45f3a99e70a13a77e8,0.6127447645433964,0.678378602486794,0.5464895634615896,0.9869720965309201,"[13.0, 5.764705882352941, 3.812200410828153, 0.6613000711513929, 0.0, 0.9316176493060997, 3.287109375, 1.8524816176470589, 0.5343182902064794, 0.28843378785950563, 0.19786096250665192, 0.9861578368152729, 294.576072066041, 146.4782766856323, 74.00671928517828, 0.5052402373869012, 0.038069310777337995, 0.9542403125947112]","{""HBSV"": 0.6881127806473974, ""HBV"": 0.7430514309763934, ""HSV"": 0.691388447756037, ""BSV"": 0.7152419237928308, ""HBS"": 0.6101611344562345}","{""HBSV"": -0.04262283535898759, ""HBV"": 0.00545244443992976, ""HSV"": -0.04621053878042658, ""BSV"": -0.022357062743632805, ""HBS"": -0.05139131688103682}","{""HBSV"": 0.018823622596775638, ""HBV"": 0.3732764015820364, ""HSV"": 0.028079201031281205, ""BSV"": 0.14137772437350044, ""HBS"": 0.007788093348750861, ""value_only"": 0.15800563979554313, ""response_only"": 0.09275111905993254}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,1575,6f49a058a5c2d72f52d8a7c07c2a76c77885070ab10129613fc326f684eae0ad,0962c39acbfebbe25b1200c3aef59a33cad879138f2f159dcac76c9454321f80,0.584931677986118,0.7058471788212086,0.5483870966680424,0.989384531590414,"[24.0, 8.0, 5.9907335852038095, 0.748841698056871, 0.2916666666545139, 0.9137386146101272, 3.756103515625, 2.089870876736111, 0.723594418038443, 0.34623881587473443, 0.03587910301287223, 0.9807223757112493, 392.5913511867593, 243.51279710024403, 59.454083996291246, 0.24415178464552045, 0.11022699824018395, 0.9902363160554454]","{""HBSV"": 0.6879661057029912, ""HBV"": 0.7419824739570079, ""HSV"": 0.6821069823664189, ""BSV"": 0.7261968191125101, ""HBS"": 0.6094915433901749}","{""HBSV"": -0.040903805347503486, ""HBV"": -0.006894145831992438, ""HSV"": -0.048431478153433405, ""BSV"": -0.022679800676490225, ""HBS"": -0.04764177384365342}","{""HBSV"": 0.0206158310884846, ""HBV"": 0.1191057421812388, ""HSV"": 0.020880825686817726, ""BSV"": 0.16810236477616894, ""HBS"": 0.00913651809873855, ""value_only"": 0.15756896274885515, ""response_only"": 0.10115686390552019}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,1431,e74b2c4f7d3d17fc02470b08e56ef6845be78c9d35cdde370b660fb2fa56a6d6,09709afc34c53c9ca031f2f8bb396eb8db62095a2458f2546379b3eeb1eb5f88,0.6791822686228801,0.6953719464669507,0.6374999998804657,0.9765306915306915,"[40.0, 15.066666666666666, 13.086719307077011, 0.8685875645713556, 0.0, 0.868776172326025, 3.10546875, 2.171875, 0.65978401117809, 0.3037854438557949, 0.015094339617780941, 0.9824737167949359, 247.457115475211, 210.37073909858105, 26.011891107323063, 0.12364785720037842, 0.009311377928685662, 0.9971281903328567]","{""HBSV"": 0.7363637451483322, ""HBV"": 0.7726149975570423, ""HSV"": 0.7505577987245643, ""BSV"": 0.7564747167561822, ""HBS"": 0.6702362267425884}","{""HBSV"": -0.005926058609832308, ""HBV"": -0.0031652106747372954, ""HSV"": -0.008313494796461707, ""BSV"": -0.002022161374259146, ""HBS"": -0.00964548969347001}","{""HBSV"": 0.3053365225036777, ""HBV"": 0.29193386026850354, ""HSV"": 0.3946034812833356, ""BSV"": 0.5229225259690643, ""HBS"": 0.13969081594645105, ""value_only"": 0.35613833840286196, ""response_only"": 0.44278955950123977}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,940,577d3703672bd12b5888e95a45ceedb39201fbd39fa526763194fba576afb7d3,09726561eaed3072ec9f0de21e0aff90cc78cc219a11633974c5fe18cd5bb493,0.6041454004506827,0.708505388632173,0.7751196170134865,0.997953216374269,"[13.0, 4.631578947368421, 2.4324673701665986, 0.5251918184453037, 0.2307692307514793, 0.9652844119731918, 3.0546875, 2.068359375, 0.5193367319555343, 0.25108631410073406, 0.006393861890489989, 0.9897361194663649, 308.18273395916765, 176.52010148279598, 69.5957232522624, 0.39426514412383273, 0.015852495802247474, 0.9747002005316854]","{""HBSV"": 0.7531213124015662, ""HBV"": 0.7531213124015661, ""HSV"": 0.7531213124015662, ""BSV"": 0.7531213124015662, ""HBS"": 0.6922842531014064}","{""HBSV"": -8.078296830227316e-05, ""HBV"": -0.03389411191820202, ""HSV"": -0.006559447849100564, ""BSV"": -0.0261793098545805, ""HBS"": 0.0015250439808265348}","{""HBSV"": 0.47004841047008716, ""HBV"": 0.00705579515735888, ""HSV"": 0.4286377206108098, ""BSV"": 0.2249290265630972, ""HBS"": 0.28949175467689686, ""value_only"": 0.4460259173179729, ""response_only"": 0.524178844155503}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,2008,0ff33c4f4d8f3463e84d22d70c64c0223194ef2b5ff935e7505319a447f4c9b9,09aa02ef46e5d2788de82efb492a668cfa0c8822860ca0927aa5d707916804a2,0.6747891284298698,0.8279879061465971,0.8522727270402853,0.9716666666666667,"[16.0, 9.5, 4.272001872658765, 0.44968440760095585, 0.18749999998828126, 0.9487216641779993, 1.8125, 1.5, 0.23799290955824715, 0.15866193959972347, 0.034482758601664686, 0.9938441240289814, 358.7499522310493, 255.15509711026837, 48.87327323140366, 0.1915433937425555, 0.2072016591377661, 0.9914583576603151]","{""HBSV"": 0.815773872351325, ""HBV"": 0.815773872351325, ""HSV"": 0.815773872351325, ""BSV"": 0.815773872351325, ""HBS"": 0.7808906458308121}","{""HBSV"": 0.06207468406260375, ""HBV"": 0.06083757115217725, ""HSV"": 0.06083757115217714, ""BSV"": 0.06083757115217714, ""HBS"": 0.08574791913589186}","{""HBSV"": 0.9914816132809916, ""HBV"": 0.9995137087879912, ""HSV"": 0.9874926641040999, ""BSV"": 0.9897767197943105, ""HBS"": 0.9902174901027642, ""value_only"": 0.7661825011024428, ""response_only"": 0.9726176907833549}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,1983,7a0fae09bd6c92100aaeeca4b2c0968f0c5ce40fdfab979070743010c6199cd2,09c3d5d17f6d85c6c244f17db8db734dfb9381d64330720780cc6c06f14b9639,0.6138854440807093,0.6545558729008414,0.8018433177432546,0.9832393621909751,"[6.0, 5.225806451612903, 0.4181123031230878, 0.08000914440947801, 0.0, 0.9990980358213875, 2.6294708251953125, 1.923918693296371, 0.37144989513959176, 0.193069434919879, 0.048008124165697025, 0.9944817989764063, 552.2340854574167, 285.4779371502598, 85.4633002197973, 0.2993691949459295, 0.14705157157588084, 0.9881322439717868]","{""HBSV"": 0.7337775810536822, ""HBV"": 0.7337775810536822, ""HSV"": 0.7337775810536822, ""BSV"": 0.7337775810536822, ""HBS"": 0.6855532457567725}","{""HBSV"": -0.0015236580920705567, ""HBV"": -0.0018326640692454266, ""HSV"": -0.0018326640692454266, ""BSV"": -0.0018326640692454266, ""HBS"": 0.01827843546858199}","{""HBSV"": 0.3466173795342347, ""HBV"": 0.1703277019692217, ""HSV"": 0.3882466776755709, ""BSV"": 0.41156691099898796, ""HBS"": 0.4386212000768107, ""value_only"": 0.3429663042095056, ""response_only"": 0.5040403418995805}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,1520,993ec63f3edeed9853caf389b3a1423b16a006095d88fb37d378937de79a1992,0a0048f543e14e1f66360e701fcb93e97c6326e1c0442e3d27657f8a00dca21c,0.6311011084116176,0.7672050057479303,0.7161803712046126,0.988006993006993,"[31.0, 13.384615384615385, 9.864766062479921, 0.7370227517394119, 0.0, 0.894117061687215, 2.85546875, 2.0342548076923075, 0.5616817504592805, 0.2761117968404114, 0.07934336522529152, 0.9835619786483374, 271.5502668770152, 214.21368875455153, 28.750986436444045, 0.1342163827319786, 0.04748589940880021, 0.9965517397356651]","{""HBSV"": 0.7650647645498772, ""HBV"": 0.7820901143167733, ""HSV"": 0.7643526784285448, ""BSV"": 0.7820901143167733, ""HBS"": 0.7025505771028155}","{""HBSV"": 0.06298870867636575, ""HBV"": 0.03661829876908784, ""HSV"": 0.05570499171890886, ""BSV"": 0.0468354035480516, ""HBS"": 0.07703629649313282}","{""HBSV"": 0.97520490187448, ""HBV"": 0.982440484638457, ""HSV"": 0.9545124171595116, ""BSV"": 0.9593190354631154, ""HBS"": 0.9415992022816039, ""value_only"": 0.5127050604142019, ""response_only"": 0.9739456419602863}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,1201,1ae5b4dd26bff0aa99df4c5315124788bb3468ad8a5e653bab9f71523b22b893,0a19ced181b1a8e59ad7950d77559766e1b4ed3f5aa370b4ff5ea4d0770ddde4,0.5772485666441405,0.6821825034587357,0.5545454544698294,1.0,"[27.0, 9.066666666666666, 7.288956639251525, 0.8039290410052496, 0.11111111110699588, 0.8953425608592896, 5.1953125, 2.9927734375, 1.1290141890686975, 0.37724679541214046, 0.03872180450382497, 0.975493203824333, 340.21367077082874, 214.44756359847062, 59.304782469298495, 0.27654677662863825, 0.05313798253988622, 0.9866999860456354]","{""HBSV"": 0.6835969988013373, ""HBV"": 0.7329727233544684, ""HSV"": 0.6840691487121912, ""BSV"": 0.7232346786087072, ""HBS"": 0.6021899868347572}","{""HBSV"": -0.0015566394672682504, ""HBV"": 0.002308605019943233, ""HSV"": 0.0003311917878727755, ""BSV"": -0.007052672094536638, ""HBS"": -0.0018290470028075045}","{""HBSV"": 0.146791336340784, ""HBV"": 0.24757741345428136, ""HSV"": 0.2008215960474481, ""BSV"": 0.30084738525133004, ""HBS"": 0.06282423802632947, ""value_only"": 0.14500706581249828, ""response_only"": 0.5035796115032218}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,1088,2e97b41073c97056c449b8fd7a4e538482884039540f092ad0b41a42a3239456,0a28591df488545e2dd4b3e1a3ce02d4a21a1ab3b0dbb8ef5ac4a68cd1e86031,0.732336065634385,0.8023512220216561,0.7384615382843072,0.9866744366744367,"[22.0, 7.230769230769231, 6.422961767737878, 0.8882819464791993, 0.0, 0.8837193322665491, 2.32421875, 1.6310096153846154, 0.3420680256357675, 0.20972777977484527, 0.05042016804553351, 0.9918256323481837, 199.50606507369534, 153.236471168601, 39.45840770296037, 0.25750010687265235, 0.0493635833090136, 0.9842378512232999]","{""HBSV"": 0.8088987689856144, ""HBV"": 0.833840411553854, ""HSV"": 0.8110931367210865, ""BSV"": 0.8338404115538541, ""HBS"": 0.7570669265025951}","{""HBSV"": 0.033920308372603625, ""HBV"": 0.0315182275620669, ""HSV"": 0.04337612760927689, ""BSV"": 0.031518227562067014, ""HBS"": 0.04411358554136835}","{""HBSV"": 0.9538960977686313, ""HBV"": 0.9896531263281688, ""HSV"": 0.9677921942963357, ""BSV"": 0.967944476930291, ""HBS"": 0.9052332339710585, ""value_only"": 0.7374690052271765, ""response_only"": 0.880460925661237}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,667,b5139270a490c816fcf77d9c2fb998085b3ed50d58034cb68007cf6289443078,0a36e418d7ae9d7a9e3a572b0a9ef88ef045e6aebdcf0f62a3f389022a41ea63,0.6233303734452138,0.6735705570469944,0.8684210523573384,0.9595754422732734,"[5.0, 5.0, 0.0, 0.0, 0.0, 1.0000000000000002, 2.08203125, 1.54205322265625, 0.21575352770362402, 0.13991315240862215, 0.06402439021315151, 0.9969877474670125, 249.14428402208046, 128.67505772774325, 39.732113193242284, 0.3087786700434251, 0.1639602305811915, 0.9862275723420094]","{""HBSV"": 0.7385731293752237, ""HBV"": 0.7385731293752237, ""HSV"": 0.7385731293752237, ""BSV"": 0.7385731293752237, ""HBS"": 0.7144040522147224}","{""HBSV"": -0.017735781674219853, ""HBV"": -0.04557919364987806, ""HSV"": -0.006376124766856672, ""BSV"": -0.04228964448396677, ""HBS"": -0.0028863626872442927}","{""HBSV"": 0.19271668539791043, ""HBV"": 0.0012948667903307238, ""HSV"": 0.3587141481174062, ""BSV"": 0.085295452602921, ""HBS"": 0.3325378147481648, ""value_only"": 0.36756732336714226, ""response_only"": 0.29115394220826957}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,2001,8e79f9e21e47b228a041a1b3977f54c158c6a0896f36659f82f827d1599ab6a4,0a3d5148f920841f60fd5a9466242a6c27dfbf2bfd8c9f08276774c17a86fff4,0.6433420177021398,0.6617396838946852,0.7685185183263902,0.97918292745218,"[6.0, 5.777777777777778, 0.41573970964154905, 0.07195494973319898, 0.0, 0.9991873110694638, 2.48541259765625, 1.8757505063657407, 0.3093161886748262, 0.16490262828675573, 0.042115861577809326, 0.9958584016326335, 591.6856254587055, 310.571328759874, 104.30319505357947, 0.3358429622905991, 0.0514657424331203, 0.9843917783423627]","{""HBSV"": 0.7470178448041478, ""HBV"": 0.7470178448041478, ""HSV"": 0.7470178448041478, ""BSV"": 0.7470178448041478, ""HBS"": 0.6890665124674573}","{""HBSV"": 0.023082873004625526, ""HBV"": 0.001948965109257239, ""HSV"": 0.001948965109257239, ""BSV"": 0.001948965109257239, ""HBS"": 0.0334917707588378}","{""HBSV"": 0.738409526259549, ""HBV"": 0.3004921021880311, ""HSV"": 0.5022219025928247, ""BSV"": 0.5269137018346004, ""HBS"": 0.6273180769600734, ""value_only"": 0.4125391990648451, ""response_only"": 0.8007832165330946}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,751,9eff8aa045be135cc596398534e4b0e20a2096cc637ddd4ec261f6101cfcef17,0a407466a5b7e810edf93a6a5377f1b39121d1d7921017a94297a5c0ee07bd59,0.6301466361876192,0.6347649485052126,0.5416666665763883,0.891875,"[32.0, 10.166666666666666, 10.683580340358231, 1.0508439678007266, 0.0, 0.8141545882211078, 3.34765625, 1.7864583333333333, 0.8078815888948994, 0.4522252623352578, 0.0466744457270144, 0.9594503060310728, 137.71987696884025, 88.47259577460703, 51.780341827997574, 0.5852698383500357, 0.029157687698330013, 0.8871307261530476]","{""HBSV"": 0.6630139483580484, ""HBV"": 0.7092285067058618, ""HSV"": 0.6727069394343108, ""BSV"": 0.6743463524066304, ""HBS"": 0.6006141458920179}","{""HBSV"": 0.02182971715866755, ""HBV"": 0.01484117431496712, ""HSV"": 0.02504019774712063, ""BSV"": 0.009454479093703116, ""HBS"": 0.035381910343732836}","{""HBSV"": 0.2861271545369769, ""HBV"": 0.46183015835936525, ""HSV"": 0.40412015327015655, ""BSV"": 0.2747823907157933, ""HBS"": 0.2666871534961449, ""value_only"": 0.0966129973950957, ""response_only"": 0.7893761659198794}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,1996,2e9087a207e678b0b6a11e1775959dac69d2a32c0613b053e820fd16420b3c15,0a826b9843a7c5c5b6fb0f27e088c862441d18819050476f2ddc5e6afa1a65bf,0.608991621588402,0.6599606801732795,0.719640179761158,0.9475561809005072,"[27.0, 9.478260869565217, 6.9836427844387, 0.7368063487391907, 0.0, 0.9265080020531917, 2.802734375, 1.942170516304348, 0.5280558733202558, 0.2718895527531617, 0.005574912889996965, 0.9880686819303397, 471.0271953129872, 263.0419615800572, 70.00228196429953, 0.26612591216830667, 0.0748666037506481, 0.9898462240608107]","{""HBSV"": 0.7235398205845314, ""HBV"": 0.7248443911435012, ""HSV"": 0.7248443911435012, ""BSV"": 0.7248443911435012, ""HBS"": 0.6613249800721747}","{""HBSV"": -0.018039759123930854, ""HBV"": -0.06324265623781955, ""HSV"": -0.025125185616764356, ""BSV"": -0.03747364896695271, ""HBS"": -0.009913764777172096}","{""HBSV"": 0.1435349591825282, ""HBV"": 0.00011881635985031718, ""HSV"": 0.14193825760497786, ""BSV"": 0.08326535395068231, ""HBS"": 0.11989474214070228, ""value_only"": 0.2932892560245927, ""response_only"": 0.28766068192789424}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,1928,900e88e041cdd3829a5ce0b87b70f961b94a0af3a5d8e6273371d7f64c8e8754,0a8a7c3990a0fb326a4be6a4235cb63c9670303cee205a24eb569da9aca42476,0.6020108266504713,0.7061955852936036,0.5124999999231105,0.9975790513833993,"[24.0, 6.416666666666667, 5.306573491644323, 0.8269984661014012, 0.2916666666545139, 0.9205080747791502, 4.807373046875, 2.4719746907552085, 0.9481841433083352, 0.3835735642726518, 0.0017520694729990108, 0.977842955174177, 358.999949716894, 271.284783037336, 45.84955788793501, 0.16900895573437263, 0.021013879025536718, 0.9955439484636229]","{""HBSV"": 0.6827986009526466, ""HBV"": 0.7513210213531754, ""HSV"": 0.6751731513779322, ""BSV"": 0.7120689733276864, ""HBS"": 0.6017383948837182}","{""HBSV"": -0.016980931349240058, ""HBV"": 0.0018929164339328564, ""HSV"": -0.022859609838153383, ""BSV"": -0.02525506838347291, ""HBS"": -0.01996145990251752}","{""HBSV"": 0.066620349031826, ""HBV"": 0.3193262722732645, ""HSV"": 0.06180759153184746, ""BSV"": 0.11718462963697876, ""HBS"": 0.02795305789763929, ""value_only"": 0.1428035230856346, ""response_only"": 0.29993560377763756}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,1815,253097b9964c6d133943710125ccdf7bdae4ffd91f33ce017981bc44a8527cfa,0ab6abc2b63bc7086f7dbb1169d7b5185a1dfed79d14ada822db64b463d5eb81,0.6771307831151697,0.6696489318647945,0.6503496501995697,0.9883639021796916,"[16.0, 7.2727272727272725, 4.514439642885504, 0.6207354508114057, 0.0, 0.9456145978962207, 2.77099609375, 1.7112676447088069, 0.46620717120277033, 0.2724338138290854, 0.07764317177814745, 0.9887069512600308, 556.7044297505954, 285.22742623083496, 91.11456062049548, 0.31944529957801776, 0.23672668652134077, 0.9850000496854955]","{""HBSV"": 0.7347606355512654, ""HBV"": 0.7652656229680121, ""HSV"": 0.7578421935845234, ""BSV"": 0.755040629818295, ""HBS"": 0.665613645055887}","{""HBSV"": -0.024218538735675033, ""HBV"": 0.006286448681071755, ""HSV"": -0.0011369807024169676, ""BSV"": -0.0039385444686453885, ""HBS"": -0.036723177043528676}","{""HBSV"": 0.13237417267212442, ""HBV"": 0.5173187061004668, ""HSV"": 0.520128294041775, ""BSV"": 0.49067669051142027, ""HBS"": 0.04093278522354055, ""value_only"": 0.34794613399008595, ""response_only"": 0.22234573536980531}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,1706,8936745e5d3c88456f556fd12c28f486ad895a33353a4387cbd240e0fbecb211,0ac3c494f2252acf21665af9f372c6ebe122ff9cddc26e59470b6e226e782f61,0.6579895585929801,0.7341556872322311,0.6161616160495801,0.9846856670018436,"[31.0, 10.333333333333334, 9.073771725877465, 0.8781069411289701, 0.0, 0.8852541770808954, 3.060546875, 2.0882161458333335, 0.6092082173048822, 0.29173618747691105, 0.009572431394447297, 0.9844375275822792, 280.90602702357023, 223.03614141563725, 26.851874047134025, 0.12039247933801919, 0.02807617262177123, 0.9975395291580312]","{""HBSV"": 0.7357831815466074, ""HBV"": 0.7806114705007071, ""HSV"": 0.7363264810055269, ""BSV"": 0.7637070646833338, ""HBS"": 0.6676783128143012}","{""HBSV"": 0.022561675427834604, ""HBV"": 0.020438097198902327, ""HSV"": 0.02608101790095696, ""BSV"": 0.012626289325887496, ""HBS"": 0.02957653709431185}","{""HBSV"": 0.6806804286232764, ""HBV"": 0.888904785948525, ""HSV"": 0.7284914308019624, ""BSV"": 0.7316004472463938, ""HBS"": 0.4870386257044319, ""value_only"": 0.35316150893761544, ""response_only"": 0.7960961948266629}",0.0013020833333333333
pigeon-hole_hole8,satlib_dimacs_pigeonhole,2027,67a27b1cef777b47e91b18a84a5c4b1676b503f2d492bdcc3e60822f1e3c35c9,0b18bb7d71a25bd6235e77c4526aa2158d0c041179f9f348a08f0c08d6d9c1c5,0.5725569057065122,0.7748561861752776,0.7037037034691297,0.9972478632478632,"[4.0, 3.5555555555555554, 0.49690399499995325, 0.13975424855443097, 0.0, 0.9969955252976552, 3.222381591796875, 2.0442787452980324, 0.45385672296747037, 0.22201312995566566, 0.11597579335549152, 0.9926387702774305, 331.2344010476314, 250.88474866456957, 36.73028713354762, 0.14640302899603216, 0.0688488662706769, 0.996762382118333]","{""HBSV"": 0.7469786313303471, ""HBV"": 0.7619871111558411, ""HSV"": 0.7379108046222932, ""BSV"": 0.7619871111558411, ""HBS"": 0.678385462810092}","{""HBSV"": 0.010862489625656835, ""HBV"": 0.0011490890226528716, ""HSV"": 0.013751686894181159, ""BSV"": 0.0011490890226527606, ""HBS"": 0.013163177216404587}","{""HBSV"": 0.5875760658167549, ""HBV"": 0.352053040573827, ""HSV"": 0.6002688442540928, ""BSV"": 0.5911725242720344, ""HBS"": 0.3510491723692512, ""value_only"": 0.4123263082771727, ""response_only"": 0.6700277846467417}",0.0013020833333333333
